时间,中国确诊,中国疑似,中国治愈,中国死亡,中国死亡率,湖北省确诊,湖北省疑似,湖北省治愈,湖北省死亡,湖北省死亡率,武汉市确诊,武汉市疑似,武汉市治愈,武汉市死亡,武汉市死亡率
2019-12-01,1,0.000,0,0,1,0.000,0,0,1,0.000,0,0
2019-12-02,1,0.000,0,0,1,0.000,0,0,1,0.000,0,0
2019-12-03,1,0.000,0,0,1,0.000,0,0,1,0.000,0,0
2019-12-04,1,0.000,0,0,1,0.000,0,0,1,0.000,0,0
2019-12-05,1,0.000,0,0,1,0.000,0,0,1,0.000,0,0
2019-12-06,1,0.000,0,0,1,0.000,0,0,1,0.000,0,0
2019-12-07,1,0.000,0,0,1,0.000,0,0,1,0.000,0,0
2019-12-08,1,0.000,0,0,1,0.000,0,0,1,0.000,0,0
2019-12-09,1,0.000,0,0,1,0.000,0,0,1,0.000,0,0
2019-12-10,1,0.000,0,0,1,0.000,0,0,1,0.000,0,0
2019-12-11,4,0.000,0,0,4,0.000,0,0,4,0.000,0,0
2019-12-12,4,0.000,0,0,4,0.000,0,0,4,0.000,0,0
2019-12-13,4,0.000,0,0,4,0.000,0,0,4,0.000,0,0
2019-12-14,4,0.000,0,0,4,0.000,0,0,4,0.000,0,0
2019-12-15,6,0.000,0,0,6,0.000,0,0,6,0.000,0,0
2019-12-16,6,0.000,0,0,6,0.000,0,0,6,0.000,0,0
2019-12-17,7,0.000,0,0,7,0.000,0,0,7,0.000,0,0
2019-12-18,8,0.000,0,0,8,0.000,0,0,8,0.000,0,0
2019-12-19,9,0.000,0,0,9,0.000,0,0,9,0.000,0,0
2019-12-20,14,0.000,0,0,14,0.000,0,0,14,0.000,0,0
2019-12-21,18,0.000,0,0,18,0.000,0,0,18,0.000,0,0
2019-12-22,21,0.000,0,0,21,0.000,0,0,21,0.000,0,0
2019-12-23,29,0.000,0,0,29,0.000,0,0,29,0.000,0,0
2019-12-24,30,0.000,0,0,30,0.000,0,0,30,0.000,0,0
2019-12-25,33,0.000,0,0,33,0.000,0,0,33,0.000,0,0
2019-12-26,35,0.000,0,0,35,0.000,0,0,35,0.000,0,0
2019-12-27,37,0.000,0,0,37,0.000,0,0,37,0.000,0,0
2019-12-28,37,0.000,0,0,37,0.000,0,0,37,0.000,0,0
2019-12-29,37,0.000,0,0,37,0.000,0,0,37,0.000,0,0
2019-12-30,37,0.000,0,0,37,0.000,0,0,37,0.000,0,0
2019-12-31,40,0.000,0,0,40,0.000,0,0,40,0.000,0,0
2020-01-01,43,0.000,0,0,43,0.000,0,0,43,0.000,0,0
2020-01-02,44,0.000,0,0,44,0.000,0,0,44,0.000,0,0
2020-01-03,41,0.000,0,0,41,0.000,0,0,41,0.000,0,0
2020-01-04,41,0.000,0,0,41,0.000,0,0,41,0.000,0,0
2020-01-05,41,0.000,0,0,41,0.000,0,0,41,0.000,0,0
2020-01-06,41,0.000,0,0,41,0.000,0,0,41,0.000,0,0
2020-01-07,41,0.000,0,0,41,0.000,0,0,41,0.000,0,0
2020-01-08,41,0.000,0,0,41,0.000,0,0,41,0.000,0,0
2020-01-09,41,0.000,0,0,41,0.000,0,0,41,0.000,0,0
2020-01-10,41,2.439,1,0,41,2.439,1,0,41,2.439,1,0
2020-01-11,41,2.439,1,0,41,2.439,1,0,41,2.439,1,0
2020-01-12,41,2.439,1,0,41,2.439,1,0,41,2.439,1,0
2020-01-13,41,2.439,1,0,41,2.439,1,0,41,2.439,1,0
2020-01-14,41,2.439,1,0,41,2.439,1,0,41,2.439,1,0
2020-01-15,41,4.878,2,0,41,4.878,2,0,41,4.878,2,0
2020-01-16,45,4.444,2,0,45,4.444,2,0,45,4.444,2,0
2020-01-17,62,3.226,2,0,62,3.226,2,0,62,3.226,2,0
2020-01-18,198,1.515,3,0,121,2.479,3,0,121,2.479,3,0
2020-01-19,275,1.455,4,0,198,1.515,3,0,198,1.515,3,0
2020-01-20,291,2.062,6,54,270,2.222,6,0,258,1.163,3,0
2020-01-21,440,2.045,9,37,375,2.400,9,0,343,0.875,3,0
2020-01-22,571,2.977,17,393,444,3.829,17,0,405,2.716,11,0
2020-01-23,830,3.012,25,1072,549,4.372,24,0,495,0.000,0,0
2020-01-24,1287,3.186,41,1965,729,5.350,39,0,572,6.643,38,0
2020-01-25,1975,2.835,56,2684,1052,4.943,52,0,618,7.282,45,0
2020-01-26,2744,2.915,80,5794,1423,5.341,76,0,698,9.026,63,0
2020-01-27,4515,2.348,106,6973,2714,3.685,100,0,1590,5.346,85,0
2020-01-28,5974,2.210,132,9239,3554,3.517,125,0,1905,5.459,104,0
2020-01-29,7711,2.205,170,12167,4586,3.532,162,0,2261,5.705,129,0
2020-01-30,9692,2.198,213,15238,5806,3.514,204,0,2639,6.025,159,0
2020-01-31,11791,2.197,259,17988,5806,3.514,204,0,2639,6.025,159,0
2020-02-01,14380,2.114,304,19544,7153,3.481,249,0,3215,5.972,192,0
2020-02-02,17205,2.098,361,21558,9074,3.240,294,0,4109,5.451,224,0
2020-02-03,20438,2.079,425,23214,11177,3.131,350,0,5142,5.154,265,0
2020-02-04,20537,2.074,426,23214,13522,3.062,414,0,6384,4.903,313,0
2020-02-05,24441,2.017,493,23260,16678,2.872,479,0,8351,4.335,362,0
2020-02-06,28140,2.008,565,24702,19665,2.792,549,0,10117,4.092,414,0
2020-02-07,31264,2.037,637,26359,22112,2.795,618,0,11618,4.114,478,0
2020-02-08,34672,2.088,724,27657,24953,2.801,699,0,13603,4.006,545,0
2020-02-09,37252,2.182,813,28942,27100,2.878,780,0,14982,4.058,608,0
